Running with `allow_variable_horizon` set to True. Some algorithms are biased towards shorter or longer episodes, which may significantly confound results. Additionally, even unbiased algorithms can exploit the information leak from the termination condition, producing spuriously high performance. See https://imitation.readthedocs.io/en/latest/guide/variable_horizon.html for more information.
--------------------------------------
| mean/                   |          |
|    gen/train/ent_coef   | 4.52e-05 |
|    gen/train/ent_coe... | -0.0736  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.54e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.763    |
|    disc/disc_acc_expert | 0.877    |
|    disc/disc_acc_gen    | 0.649    |
|    disc/disc_entropy    | 0.683    |
|    disc/disc_loss       | 0.629    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 62       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 137      |
|    gen/time/episodes    | 7.88e+03 |
|    gen/time/fps         | 1.35e+04 |
|    gen/time/time_ela... | 301      |
|    gen/time/total_ti... | 1.57e+06 |
|    gen/train/actor_loss | -0.896   |
|    gen/train/critic_... | 9.69e-05 |
|    gen/train/ent_coef   | 4.37e-05 |
|    gen/train/ent_coe... | 0.00571  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.57e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.81     |
|    disc/disc_acc_expert | 0.882    |
|    disc/disc_acc_gen    | 0.739    |
|    disc/disc_entropy    | 0.683    |
|    disc/disc_loss       | 0.628    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 63       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 137      |
|    gen/time/episodes    | 8.01e+03 |
|    gen/time/fps         | 1.37e+04 |
|    gen/time/time_ela... | 300      |
|    gen/time/total_ti... | 1.6e+06  |
|    gen/train/actor_loss | -0.891   |
|    gen/train/critic_... | 8.52e-05 |
|    gen/train/ent_coef   | 4.44e-05 |
|    gen/train/ent_coe... | -0.0203  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.6e+06  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.85     |
|    disc/disc_acc_expert | 0.886    |
|    disc/disc_acc_gen    | 0.813    |
|    disc/disc_entropy    | 0.683    |
|    disc/disc_loss       | 0.625    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 64       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 137      |
|    gen/time/episodes    | 8.14e+03 |
|    gen/time/fps         | 1.42e+04 |
|    gen/time/time_ela... | 297      |
|    gen/time/total_ti... | 1.63e+06 |
|    gen/train/actor_loss | -0.893   |
|    gen/train/critic_... | 9.39e-05 |
|    gen/train/ent_coef   | 4.42e-05 |
|    gen/train/ent_coe... | 0.0093   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.62e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.859    |
|    disc/disc_acc_expert | 0.892    |
|    disc/disc_acc_gen    | 0.827    |
|    disc/disc_entropy    | 0.683    |
|    disc/disc_loss       | 0.623    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 65       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 136      |
|    gen/time/episodes    | 8.27e+03 |
|    gen/time/fps         | 1.44e+04 |
|    gen/time/time_ela... | 296      |
|    gen/time/total_ti... | 1.65e+06 |
|    gen/train/actor_loss | -0.893   |
|    gen/train/critic_... | 0.000101 |
|    gen/train/ent_coef   | 4.39e-05 |
|    gen/train/ent_coe... | 0.134    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.65e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.861    |
|    disc/disc_acc_expert | 0.897    |
|    disc/disc_acc_gen    | 0.824    |
|    disc/disc_entropy    | 0.682    |
|    disc/disc_loss       | 0.62     |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 66       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 136      |
|    gen/time/episodes    | 8.39e+03 |
|    gen/time/fps         | 1.47e+04 |
|    gen/time/time_ela... | 303      |
|    gen/time/total_ti... | 1.68e+06 |
|    gen/train/actor_loss | -0.898   |
|    gen/train/critic_... | 0.000104 |
|    gen/train/ent_coef   | 4.43e-05 |
|    gen/train/ent_coe... | -0.075   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.67e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.839    |
|    disc/disc_acc_expert | 0.902    |
|    disc/disc_acc_gen    | 0.776    |
|    disc/disc_entropy    | 0.682    |
|    disc/disc_loss       | 0.618    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 67       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 135      |
|    gen/time/episodes    | 8.52e+03 |
|    gen/time/fps         | 1.5e+04  |
|    gen/time/time_ela... | 295      |
|    gen/time/total_ti... | 1.7e+06  |
|    gen/train/actor_loss | -0.906   |
|    gen/train/critic_... | 0.000168 |
|    gen/train/ent_coef   | 4.58e-05 |
|    gen/train/ent_coe... | 0.0717   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.7e+06  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.858    |
|    disc/disc_acc_expert | 0.909    |
|    disc/disc_acc_gen    | 0.807    |
|    disc/disc_entropy    | 0.682    |
|    disc/disc_loss       | 0.617    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 68       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 136      |
|    gen/time/episodes    | 8.65e+03 |
|    gen/time/fps         | 1.45e+04 |
|    gen/time/time_ela... | 306      |
|    gen/time/total_ti... | 1.73e+06 |
|    gen/train/actor_loss | -0.899   |
|    gen/train/critic_... | 0.000137 |
|    gen/train/ent_coef   | 4.71e-05 |
|    gen/train/ent_coe... | 0.0145   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.72e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.837    |
|    disc/disc_acc_expert | 0.913    |
|    disc/disc_acc_gen    | 0.761    |
|    disc/disc_entropy    | 0.681    |
|    disc/disc_loss       | 0.617    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 69       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 136      |
|    gen/time/episodes    | 8.78e+03 |
|    gen/time/fps         | 1.53e+04 |
|    gen/time/time_ela... | 292      |
|    gen/time/total_ti... | 1.75e+06 |
|    gen/train/actor_loss | -0.899   |
|    gen/train/critic_... | 0.000116 |
|    gen/train/ent_coef   | 4.64e-05 |
|    gen/train/ent_coe... | -0.127   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.75e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.824    |
|    disc/disc_acc_expert | 0.916    |
|    disc/disc_acc_gen    | 0.733    |
|    disc/disc_entropy    | 0.681    |
|    disc/disc_loss       | 0.615    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 70       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 136      |
|    gen/time/episodes    | 8.91e+03 |
|    gen/time/fps         | 1.58e+04 |
|    gen/time/time_ela... | 292      |
|    gen/time/total_ti... | 1.78e+06 |
|    gen/train/actor_loss | -0.897   |
|    gen/train/critic_... | 0.000104 |
|    gen/train/ent_coef   | 4.43e-05 |
|    gen/train/ent_coe... | 0.12     |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.78e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.729    |
|    disc/disc_acc_expert | 0.918    |
|    disc/disc_acc_gen    | 0.541    |
|    disc/disc_entropy    | 0.68     |
|    disc/disc_loss       | 0.621    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 71       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 137      |
|    gen/time/episodes    | 9.03e+03 |
|    gen/time/fps         | 1.58e+04 |
|    gen/time/time_ela... | 298      |
|    gen/time/total_ti... | 1.8e+06  |
|    gen/train/actor_loss | -0.899   |
|    gen/train/critic_... | 0.00011  |
|    gen/train/ent_coef   | 4.58e-05 |
|    gen/train/ent_coe... | -0.0121  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.8e+06  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.581    |
|    disc/disc_acc_expert | 0.917    |
|    disc/disc_acc_gen    | 0.245    |
|    disc/disc_entropy    | 0.68     |
|    disc/disc_loss       | 0.634    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 72       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 141      |
|    gen/time/episodes    | 9.16e+03 |
|    gen/time/fps         | 1.61e+04 |
|    gen/time/time_ela... | 288      |
|    gen/time/total_ti... | 1.83e+06 |
|    gen/train/actor_loss | -0.896   |
|    gen/train/critic_... | 9.35e-05 |
|    gen/train/ent_coef   | 4.41e-05 |
|    gen/train/ent_coe... | -0.00907 |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.83e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.564    |
|    disc/disc_acc_expert | 0.915    |
|    disc/disc_acc_gen    | 0.213    |
|    disc/disc_entropy    | 0.68     |
|    disc/disc_loss       | 0.634    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 73       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 145      |
|    gen/time/episodes    | 9.29e+03 |
|    gen/time/fps         | 1.67e+04 |
|    gen/time/time_ela... | 289      |
|    gen/time/total_ti... | 1.86e+06 |
|    gen/train/actor_loss | -0.892   |
|    gen/train/critic_... | 8.8e-05  |
|    gen/train/ent_coef   | 4.56e-05 |
|    gen/train/ent_coe... | 0.0392   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.85e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.619    |
|    disc/disc_acc_expert | 0.913    |
|    disc/disc_acc_gen    | 0.326    |
|    disc/disc_entropy    | 0.679    |
|    disc/disc_loss       | 0.629    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 74       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 143      |
|    gen/time/episodes    | 9.42e+03 |
|    gen/time/fps         | 1.66e+04 |
|    gen/time/time_ela... | 292      |
|    gen/time/total_ti... | 1.88e+06 |
|    gen/train/actor_loss | -0.898   |
|    gen/train/critic_... | 9.45e-05 |
|    gen/train/ent_coef   | 4.55e-05 |
|    gen/train/ent_coe... | -0.0481  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.88e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.564    |
|    disc/disc_acc_expert | 0.908    |
|    disc/disc_acc_gen    | 0.221    |
|    disc/disc_entropy    | 0.679    |
|    disc/disc_loss       | 0.634    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 75       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 144      |
|    gen/time/episodes    | 9.55e+03 |
|    gen/time/fps         | 1.75e+04 |
|    gen/time/time_ela... | 288      |
|    gen/time/total_ti... | 1.91e+06 |
|    gen/train/actor_loss | -0.902   |
|    gen/train/critic_... | 0.000127 |
|    gen/train/ent_coef   | 4.79e-05 |
|    gen/train/ent_coe... | 0.0868   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.9e+06  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.537    |
|    disc/disc_acc_expert | 0.902    |
|    disc/disc_acc_gen    | 0.172    |
|    disc/disc_entropy    | 0.679    |
|    disc/disc_loss       | 0.635    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 76       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 145      |
|    gen/time/episodes    | 9.67e+03 |
|    gen/time/fps         | 1.73e+04 |
|    gen/time/time_ela... | 286      |
|    gen/time/total_ti... | 1.93e+06 |
|    gen/train/actor_loss | -0.894   |
|    gen/train/critic_... | 8.44e-05 |
|    gen/train/ent_coef   | 4.74e-05 |
|    gen/train/ent_coe... | 0.0216   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.93e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.555    |
|    disc/disc_acc_expert | 0.896    |
|    disc/disc_acc_gen    | 0.213    |
|    disc/disc_entropy    | 0.679    |
|    disc/disc_loss       | 0.631    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 77       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 145      |
|    gen/time/episodes    | 9.8e+03  |
|    gen/time/fps         | 1.75e+04 |
|    gen/time/time_ela... | 286      |
|    gen/time/total_ti... | 1.96e+06 |
|    gen/train/actor_loss | -0.892   |
|    gen/train/critic_... | 9.52e-05 |
|    gen/train/ent_coef   | 4.74e-05 |
|    gen/train/ent_coe... | 0.00436  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.95e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.573    |
|    disc/disc_acc_expert | 0.891    |
|    disc/disc_acc_gen    | 0.254    |
|    disc/disc_entropy    | 0.678    |
|    disc/disc_loss       | 0.628    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 78       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 143      |
|    gen/time/episodes    | 9.93e+03 |
|    gen/time/fps         | 1.81e+04 |
|    gen/time/time_ela... | 284      |
|    gen/time/total_ti... | 1.98e+06 |
|    gen/train/actor_loss | -0.887   |
|    gen/train/critic_... | 8.08e-05 |
|    gen/train/ent_coef   | 4.72e-05 |
|    gen/train/ent_coe... | -0.0576  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.98e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.545    |
|    disc/disc_acc_expert | 0.886    |
|    disc/disc_acc_gen    | 0.204    |
|    disc/disc_entropy    | 0.678    |
|    disc/disc_loss       | 0.629    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 79       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 142      |
|    gen/time/episodes    | 1.01e+04 |
|    gen/time/fps         | 1.84e+04 |
|    gen/time/time_ela... | 284      |
|    gen/time/total_ti... | 2.01e+06 |
|    gen/train/actor_loss | -0.879   |
|    gen/train/critic_... | 8.32e-05 |
|    gen/train/ent_coef   | 4.72e-05 |
|    gen/train/ent_coe... | -0.0306  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.01e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.565    |
|    disc/disc_acc_expert | 0.88     |
|    disc/disc_acc_gen    | 0.25     |
|    disc/disc_entropy    | 0.678    |
|    disc/disc_loss       | 0.626    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 80       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 144      |
|    gen/time/episodes    | 1.02e+04 |
|    gen/time/fps         | 2.04e+04 |
|    gen/time/time_ela... | 261      |
|    gen/time/total_ti... | 2.04e+06 |
|    gen/train/actor_loss | -0.858   |
|    gen/train/critic_... | 4.96e-05 |
|    gen/train/ent_coef   | 4.19e-05 |
|    gen/train/ent_coe... | -0.0911  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.03e+06 |
--------------------------------------
